Product Name,Current Price,Old Price,Rating
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 900,N/A,4.8 out of 5
Medix 5.5  Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,050","KSh 2,000",N/A
Advanced Clinical Vitamin C Facial Serum,"KSh 5,000",N/A,N/A
"Karan VITAMIN C BODY SERUM+ FRUIT EXTRACT-BRIGHTENS, CLEARS WRINKLES AND FIRMS ","KSh 1,269",N/A,N/A
"Dr. Rashel Vitamin C Face Cleanser, Serum + Cream","KSh 1,090","KSh 1,300",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,KSh 749,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum ,"KSh 1,000","KSh 1,500",N/A
Balance Active Formula Vitamin C Brightening Serum 30 ML,"KSh 2,599",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Cream + Face Serum,KSh 989,"KSh 1,600",N/A
Fruit Of The Wokali Vitamin C Facial Serum 100% Professional Care,KSh 520,KSh 541,4.1 out of 5
Dr. Rashel  Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,549","KSh 2,984",N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,"KSh 1,250","KSh 1,390",N/A
Fruit Of The Wokali Vitamin C Serum And Cream Combo Pack,KSh 999,"KSh 1,900",N/A
Dr. Rashel  Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,499",N/A,N/A
Purito Pure Vitamin C Serum 60ml ,"KSh 6,800","KSh 7,500",N/A
Moroccan Argan Oil 3 Tripe Serum Jojoba Oil With Vitamin C- 50ml.,KSh 600,"KSh 1,190",N/A
Bb Clear Vitamin C Unifying Serum,KSh 857,"KSh 2,000",N/A
THE INKEY LIST Antioxidant Brightening Vitamin C Serum,"KSh 3,999","KSh 4,500",N/A
Naturals Vitamin C Naturals Facial Serum-30ml,KSh 345,KSh 700,N/A
DR MEINAIER Vitamin E & C Hyaluronic Acid Face Serum,KSh 949,N/A,N/A
MOOYAM Turmeric + Vitamin C Face Serum,"KSh 1,250","KSh 2,000",N/A
"Mabox  Vitamin C Face Serum Firming Anti Aging, Anti-Acne Face Serum","KSh 2,300","KSh 2,400",N/A
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,KSh 790,KSh 802,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 799,"KSh 1,400",N/A
Dr. Rashel Vitamin C Face Serum + Sunscreen,KSh 999,"KSh 1,899",N/A
Dr. Rashel  Vitamin C Face Serum + Sunscreen,"KSh 1,450","KSh 1,950",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 499,KSh 900,N/A
Moroccan Argan Oil Argan Oil With Vitamin E And C Serum,"KSh 1,200",N/A,N/A
"Dr. Rashel Vitamin C Eye Serum,30ml",KSh 950,N/A,1 out of 5
"QBD Vitamin C Hyaluronic Acid, Anti-aging & Brightening Serum",KSh 899,"KSh 1,250",N/A
Pei Mei Vitamin C Face Serum,KSh 499,KSh 800,N/A
Avalon Organics Radiance Serum with Vitamin C,"KSh 6,800","KSh 7,200",N/A
Asda Brightening Vitamin C Radiance Boosting Serum,"KSh 3,550","KSh 3,900",N/A
"Elasta Vitamin C Facial Serum For Age Spots, Wrinkles, & Expression Lines.","KSh 6,000","KSh 6,300",N/A
Asda VITAMIN C RADIANCE BOOSTING SERUM,"KSh 4,850","KSh 5,200",N/A
Cosrx The Vitamin C 13 Serum,"KSh 2,500","KSh 4,000",N/A
OZNATURALS  Vitamin C Facial Serum,KSh 800,"KSh 1,599",N/A
Dr. Rashel Vitamin C Brightening & Skin Regeneration Face Serum ,"KSh 1,000",N/A,N/A
Jamieson Vitamin C Brightening Serum 30ml,"KSh 4,500","KSh 6,000",N/A
"QBD Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum",KSh 799,"KSh 1,099",N/A
"QBD    Vitamin C QBD, Anti Wrinkle, Anti Aging, Anti Acne, Serum",KSh 899,"KSh 1,299",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 599,"KSh 1,000",N/A
Dr. Rashel Vitamin C Whitening Face Serum+ Vitamin C Brightening & Anti-Aging Whitening Soap,KSh 999,N/A,N/A
"Dr. Rashel Vitamin C Face Serum,50ml",KSh 470,N/A,N/A
Roushun Skion Healthy Serum With Vitamin C & E & SPF60,KSh 664,"KSh 1,200",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 950,"KSh 1,500",N/A
Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,900",N/A
"Fruit Of The Wokali Vitamin C Skin Care Cream, Facial Serum and Body Lotion","KSh 1,450","KSh 2,500",N/A
Dr. Rashel Vitamin C Face Serum and SPF 60++ Sunscreen,KSh 815,"KSh 1,000",N/A
Fruit Of The Wokali Vitamin C Facial Serum + Skin Care Body Lotion,"KSh 1,250","KSh 2,000",N/A
Truskin Hydrating Brightening & Anti Aging Vitamin C Facial Serum,"KSh 5,799","KSh 6,500",N/A
Moroccan Argan Oil Argan - Oil - Serum (With - Vitamin - C & E) 120ml,KSh 489,KSh 789,N/A
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-30ml,KSh 664,KSh 750,2.5 out of 5
Mabox Hyaluronic Acid Serum For Face With Vitamin C & E - 30ml,"KSh 1,499","KSh 1,799",N/A
"Perfect Glow Lightening& Black Spot Corrector Serum With Vitamin C,E&B.","KSh 1,500","KSh 3,000",N/A
Medix 5.5 Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,250","KSh 2,500",N/A
Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 890,"KSh 1,500",N/A
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,KSh 749,"KSh 1,400",N/A
Moroccan Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 639,"KSh 1,000",N/A
3pcs Sadoer Vitamin C brightening Serum,"KSh 1,200","KSh 1,500",N/A
"Disaar Vitamin C Body Lotion, Face Serum And Face Cream Anti Dark Marks Skin Care Set","KSh 1,999","KSh 2,000",N/A
Medix 5.5  Vitamin C + FERULIC ACID SERUM for Firm and Brighter skin,"KSh 1,050","KSh 2,000",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,KSh 749,"KSh 1,000",N/A
Dr. Rashel Vitamin C Anti-Aging & Brightening Face Serum-50ml,KSh 545,N/A,1.5 out of 5
Disaar Beauty Vitamin C Face Facial Serum 30ml,"KSh 1,500",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,KSh 749,"KSh 1,400",N/A
Dr. Rashel Vitamin C Face Serum + Whitening Soap,"KSh 1,000",N/A,N/A
Dr. Rashel Vitamin C Face Cream+Face Serum+Eye Serum,KSh 965,N/A,1 out of 5
BB Clear AHA Vitamin C Unifying serum,KSh 847,"KSh 1,350",N/A
Fruit Of The Wokali Vitamin C Facial Serum 100% Professional Care,KSh 520,KSh 541,4.1 out of 5
Dr. Rashel Vitamin C Day and Night Cream & Retinol Day and Night Face Serum ,"KSh 2,699","KSh 3,000",N/A
Dr. Rashel Vitamin C And Retinol Face Serum,"KSh 1,397","KSh 1,750",N/A
"Truskin Vitamin C Serum With Hyaluronic Acid,Vitamin E","KSh 5,995","KSh 6,500",N/A
Medix5 5  VITAMIN C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,628","KSh 1,776",N/A
Roushun TeaTree Super Serum - Vitamin C Retinol Salicylic Hyaluronic,"KSh 1,199","KSh 1,200",N/A
NIVEA Extra Bright VItamin C & E Lotion + Super C + Vitamin Serum,"KSh 6,500",N/A,N/A
Dr. Rashel Vitamin-C Brightening Primer Serum-even Skin Tone,KSh 465,KSh 650,3.9 out of 5
Avon Anew Vitamin C Radiance Maximising Serum,"KSh 6,500","KSh 7,500",N/A
"Disaar Vitamin C Set - Face Wash, Cream, Serum, Eye Cream","KSh 2,000",N/A,N/A
"Disaar Vitamin C Face Serum And Soap For Deep Cleansing, Brightening And Skin Nourishing","KSh 1,500",N/A,N/A
Dr. Rashel Vitamin C Brightening &anti Aging Face Serum + Eye Serum,KSh 799,"KSh 1,000",N/A
Roushun Vitamin C Face Serum With Snail Extract And Kojic Acid For Extra Whitening Strength-30ml,KSh 480,KSh 800,N/A
"Valera Vitamin C Face Serum with Hyaluronic Acid. Anti Aging, Removes skin Discolorations, Scars, Wrinkles,Brightens, Fade Spots, Moisturizes & Unifies the skin complexion","KSh 1,099",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Serum - 50ml,KSh 800,"KSh 1,200",N/A
"BB Clear Lightening Unifying Serum Even Skintone,Knuckles With AHA&Vitamin C",KSh 645,"KSh 1,200",N/A
"Aichun Beauty VITAMIN C & Coconut Oil Fruit Extract Lemon 4PCS Serum Facial Soap. Cleanses, Removes Dullness, Lightens & Brightens",KSh 799,N/A,N/A
"Disaar VC Soap, Cream & Serum Vitamin C Set With Rose & Arbutin","KSh 1,700",N/A,N/A
"JOY REVIVIFY VITAMIN C + NIACINAMIDE Glow Booster Sunscreen Face Serum SPF 40 PA+++. Moisturizes, Glows, Brightens, Fade Dark Spots, Evens & Provides ultimate protection from UVA, UVB and infrared rays","KSh 1,469",N/A,N/A
Jamieson Vitamin C Brightening Serum 30ml ,"KSh 3,640",N/A,N/A
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",N/A
Glutathione Gluta-C Whitening Facial Night Serum with vitamin c - 30ml.,"KSh 4,150","KSh 8,000",N/A
Garnier  Vitamin C Serum Even & Matte,"KSh 1,799","KSh 1,999",N/A
Truskin Hyaluronic Acid Vitamin C Face Serum,"KSh 5,570",N/A,N/A
"Dr. Rashel 3 In 1 Complete Serum Set (Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum)","KSh 1,769","KSh 2,699",N/A
Dr. Rashel Vitamin C Brightening & Anti-aging Face Serum,"KSh 1,325","KSh 1,500",N/A
Dr. Rashel vitamin c and retinol day and night serum .,"KSh 1,250","KSh 1,500",N/A
Naturals Vitamin C Facial Serum - Rose Hips Hyaluronic Astanxanthin,KSh 950,"KSh 1,200",N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 1,999","KSh 2,100",N/A
Dr. Rashel Vitamin-C&Niaciname Brightening Primer Serum,KSh 600,"KSh 1,200",N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Serum,KSh 550,N/A,N/A
Bb Clear Vitamin C Unifying Serum,KSh 857,"KSh 2,000",N/A
Moroccan Argan Oil Anti Aging Whitening Vitamin C Jojoba Oil Serum,KSh 745,"KSh 1,400",3 out of 5
"Dr. Rashel Vitamin C 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,224","KSh 1,500",N/A
BB Clear Lightening Eclaircissant Vitamin-C AHA- Lotion+Cream+serum,"KSh 2,298","KSh 3,500",3.5 out of 5
"Mabox  Vitamin C, Hyaluronic Acid, Vitamin E Anti Aging Serum-","KSh 3,720",N/A,N/A
BB Clear AHA lightening+Eclaaircissant+aclarator vitamin C serum,"KSh 1,199","KSh 1,699",N/A
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 999,"KSh 1,500",N/A
"DRMEINAIER Vitamin C Anti-Aging, Brightening Face Serum- 30ml",KSh 377,KSh 700,3 out of 5
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 550,N/A,N/A
Vitamin C Serum Skin Brightening Facial Mask,KSh 850,"KSh 1,200",N/A
Radha Beauty Vitamin C Serum For Radiant And Healthy Skin-60ml,"KSh 5,600",N/A,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Serum -2Pcs,"KSh 1,400",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 600,"KSh 1,000",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 445,KSh 600,N/A
Moroccan Argan Oil Organic Anti Aging Whitening Dark Spot Removal Vitamin C Vegan Skin Care 3 Tripe Serum Jojoba For Black Skin,"KSh 1,049","KSh 1,200",N/A
 vitamin c face cleanser +serum + cream +eye serum,"KSh 1,414","KSh 2,000",N/A
Roushun Skin Healthy Serum With Vitamin C & E & SPF 60,KSh 799,"KSh 1,200",N/A
Dove Exfoliating Body Wash Glow Recharge Energizes & illuminates skin 3% brightening serum with vitamin C,"KSh 5,999",N/A,N/A
Medix5 5 VITAMIN C + FERULIC ACID FIRM AND BRIGHTENING SERUM,"KSh 1,500","KSh 3,000",N/A
"Skin Care Vitamin C Serum with Vitamin E & Ferulic Acid - 10% Vitamin C Brightening Serum, Face Serum for Oily & Dry Skin, Fragrance-Free Serum for Skin Care","KSh 6,999",N/A,N/A
"QBD Vitamin C Anti Wrinkle, Anti Aging, Anti Acne, Face Serum",KSh 799,"KSh 1,200",N/A
Dr. Rashel Vitamin C Eye Serum Brightening & Anti-Aging---,KSh 999,N/A,N/A
"Dr. Rashel Anti Aging, Anti Acne Vitamin C Serum--",KSh 999,N/A,N/A
QBD Vitamin C Hyaluronic Acid Anti Aging Brightening Serum--,KSh 999,N/A,N/A
Wokali Vitamin C Facial Serum,KSh 699,N/A,4 out of 5
Fruit Of The Wokali 99% Vitamin C Facial Serum,KSh 880,N/A,N/A
"Dr. Rashel Vitamin C Serum , Naturally pure C & E","KSh 1,199","KSh 1,499",N/A
Dr. Rashel  Vitamin C Face Serum + Sunscreen,KSh 855,"KSh 1,800",N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 3,154","KSh 4,100",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum,KSh 950,"KSh 1,500",N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum 30 ML,"KSh 3,373","KSh 4,500",N/A
Disaar Vitamin C  Hyaluronic Face Serum 30 ml,KSh 869,N/A,N/A
Kojic Whitening Anti-Aging Brightening Serum With Vitamin C,"KSh 1,150","KSh 1,950",N/A
Mabox Retinol Cream Moisturizer + Vitamin C Face Serum Set,"KSh 4,600",N/A,N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum - 40ml,"KSh 1,100","KSh 1,300",N/A
Dr. Rashel Vitamin C Niacinamide Primer Serum+Vitamin C Silk Mask,KSh 999,"KSh 1,500",N/A
LansYade Karan Vitamin C Body Serum + Vitamin C ESSENCE Serum,"KSh 1,299","KSh 1,499",N/A
Disaar Vitamin C Face Facial Serum 30ml,KSh 369,KSh 370,N/A
"QBD Vitamin C + AHAH -Brightening, Anti-aging Face Serum",KSh 900,"KSh 1,100",N/A
Dr. Rashel 4in1 Brightening Vitamin C Lotion+Serum+Cream+Cleanser,"KSh 1,899","KSh 2,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum .,KSh 520,KSh 850,N/A
Mabox Vitamin C Serum,"KSh 1,700",N/A,N/A
Karan Vitamin C BRIGHTENING Body Serum,"KSh 1,499","KSh 1,823",N/A
Whitening Lanbena Vitamin C Facial Serum- 15ml,"KSh 1,200","KSh 2,000",N/A
"QBD  Firming Anti Aging And Anti Acne, Vitamin C Serum","KSh 1,537","KSh 1,637",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging  Eye Serum,KSh 520,KSh 800,N/A
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 2,000","KSh 4,000",N/A
Fruit Of The Wokali  99% Vitamin C Facial Serum - 40ml,"KSh 2,197","KSh 2,397",N/A
Karan Vitamin C Brightening Serum + Fruit Extract - 500ml,"KSh 1,550",N/A,N/A
Meinaier Vitamin C Whitening And Texture Face Serum,"KSh 2,060",N/A,N/A
"Dr. Rashel Vitamin C Brightening&Anti-Aging,Face Cream-50g+Face Serum-50 Ml","KSh 1,500",N/A,N/A
Dr. Rashel Vitamin C Brightening And Anti-aging Face Serum -2Pcs,"KSh 1,400",N/A,N/A
Cosrx Pure Vitamin C Serum with Vitamin E & Hyaluronic Acid,"KSh 6,850","KSh 7,200",N/A
Some By Mi Galactomyces Pure Vitamin C Glow Serum,"KSh 5,450","KSh 5,900",N/A
Moroccan Argan Oil  Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 695,KSh 999,N/A
Moroccan Argan Oil Argan Oil Correct Nourish Moisturise + Vitamin C&E Brightening Serum,KSh 589,KSh 999,N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,187","KSh 1,499",N/A
Moon Glowing Vitamin C Serum 50ml,"KSh 3,950","KSh 4,300",N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 529,KSh 899,N/A
Lundborly Vitamin C Face Serum Anti-aging Anti-Wrinkle Face Serum~~,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Niacinamide Brightening Primer Serum - 100ml,KSh 910,"KSh 1,500",3 out of 5
Vitamin C Face Serum Firming Anti-aging Brightening Vitamin C .,KSh 899,N/A,N/A
Avalon Organics Radiance Serum with Vitamin C,"KSh 6,800","KSh 7,200",N/A
Asda Brightening Vitamin C Radiance Boosting Serum,"KSh 3,550","KSh 3,900",N/A
"Elasta Vitamin C Facial Serum For Age Spots, Wrinkles, & Expression Lines.","KSh 6,000","KSh 6,300",N/A
Asda VITAMIN C RADIANCE BOOSTING SERUM,"KSh 4,850","KSh 5,200",N/A
Rivaj Vitamin C Whitening Face Serum 30ml,"KSh 3,350","KSh 3,800",N/A
Fruit Of The Wokali Vitamin C Facial Serum,KSh 950,N/A,N/A
Cosrx The Vitamin C 13 Serum,"KSh 2,500","KSh 4,000",N/A
"Dr. Rashel 3 In 1 Vitamin C Brightening & Anti-Aging Face Cream, Serum and Soap","KSh 1,179","KSh 1,500",N/A
Dr. Rashel 4Pack Vitamin C  Rentinol Day & Night Face Serum + ,"KSh 2,599","KSh 3,000",N/A
"Dr. Rashel 3Pack Vitamin C Brightening & Anti-Aging Face Serum, Face Cream and Facial Cleanser","KSh 1,150","KSh 1,500",N/A
Kojie San Kojic Acid Whitening Serum With Vitamin C - 50ml,KSh 549,"KSh 1,000",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,"KSh 1,000","KSh 1,999",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum and Face Cream,KSh 899,"KSh 1,000",N/A
Beauty Dr. Rashel 2pcs Vitamin C Brightening Face Serum,"KSh 1,200",N/A,N/A
Nlee Beauty Fruit Of The Wokali Vitamin C Facial Serum 100% Professional Care,"KSh 1,199",N/A,N/A
"Fruit Of The Wokali Vitamin C Soap, Facial Serum + Vitamin C Cream 3in1 Set","KSh 1,400",N/A,N/A
Beauty Kojic Acid Kojie San Whitening Serum With Vitamin C- For Spots & Scars,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Anti-aging And Brightening Face Serum 50ml-,KSh 580,KSh 999,N/A
Naturals Vitamin C Facial Serum,KSh 500,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,"KSh 1,297","KSh 1,497",N/A
Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum - 100ml,"KSh 1,200",N/A,3.7 out of 5
Disaar Vitamin C VC Face Serum Anti-Aging Hyaluronic Acid,KSh 600,N/A,4 out of 5
Nlee Beuty Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,"KSh 1,399",N/A,N/A
Dr. Rashel 2PC Vitamin-C Facial Serum Anti-aging&Dark Spot Face Cream&Serum,KSh 899,"KSh 1,250",N/A
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum,KSh 650,KSh 999,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 600,"KSh 1,000",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 445,KSh 600,N/A
"Dr. Rashel 3 in 1 Serum set (Retinol, Vitamin C and Hyaluronic acid serum)","KSh 1,478","KSh 2,948",N/A
Moroccan Argan Oil Organic Anti Aging Whitening Dark Spot Removal Vitamin C Vegan Skin Care 3 Tripe Serum Jojoba For Black Skin,"KSh 1,049","KSh 1,200",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-50ml,KSh 550,KSh 984,N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum,"KSh 1,520","KSh 2,000",N/A
OZNATURALS  Vitamin C Facial Serum,KSh 800,"KSh 1,599",N/A
Dr. Rashel Vitamin C Face Serum + Peel-Off Mask,KSh 789,"KSh 1,200",N/A
Fruit Of The Wokali Vitamin C Facial Serum Anti-Aging Serum 40ml,KSh 589,KSh 900,N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum + Cleanser,"KSh 1,549","KSh 2,000",N/A
"Dr. Rashel Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 799,"KSh 1,200",N/A
Meinaier Vitamin C Firming Anti-aging&Brightening Serum-100ml,KSh 599,KSh 750,2 out of 5
Dr. Rashel Vitamin C Face Serum - 50 Ml,KSh 498,KSh 650,4 out of 5
O'Carly Vitamin C Pure 99% Face Serum-3pcs,"KSh 1,700","KSh 2,000",N/A
BB Clear AHA VITAMIN C UNIFYING KNUCKLES SPOTS SUN SERUM,KSh 695,KSh 900,N/A
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum + Cleanser,"KSh 1,549","KSh 2,000",N/A
Dr. Rashel Vitamin C Anti-Ageing Face Serum + Black Soap,KSh 785,"KSh 1,200",4 out of 5
Dr. Rashel Vitamin C SET 4IN1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,479","KSh 2,000",N/A
Kojic Acid Whitening Serum With Vitamin C - 50ml,KSh 549,"KSh 1,000",N/A
Mabox Vitamin C Plus Super Serum Age Defense Formula-30ml,"KSh 1,995","KSh 3,000",N/A
Mabox Vitamin C Plus Age Defence Serum With Retinol&Niacinamide,"KSh 4,872","KSh 4,972",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,"KSh 1,235","KSh 1,335",N/A
"Mabox  Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum","KSh 3,400","KSh 3,600",N/A
Mabox More Perfect Hyaluronic Acid Facial Serum With Vitamin C&E-30ml,"KSh 4,100","KSh 4,200",N/A
"DRMEINAIER Vitamin C Anti-Aging, Brightening Face Serum- 30ml",KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Skin Regeneration Face Serum ,"KSh 1,000",N/A,N/A
 vitamin c face cleanser +serum + cream +eye serum,"KSh 1,414","KSh 2,000",N/A
Dr. Rashel Vitamin C Face Serum + Face Cream,KSh 885,KSh 950,4.2 out of 5
"QBD Vitamin C Anti-aging, Anti Wrinkle, Anti Acne Face Serum",KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum,KSh 560,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 999,N/A,N/A
"SADOER  7 In 1 Skin Care Vitamin C Serum, Face Cream, Eye Cream, Face Mask 3Pcs And Cleanser Set","KSh 1,424","KSh 1,499",N/A
Vitamin C & Niacinamide Brightening Primer Serum - 100ml,KSh 999,N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 600,KSh 899,N/A
Roushun 20% Vitamin C Hyaluronic Professional Brightening Serum,"KSh 2,200",N/A,N/A
Vitamin C Face Cream + Face Serum+ Cleanser Set,"KSh 2,699","KSh 3,500",N/A
"MOOYAM Vitamin C Face Serum, Advanced Anti Aging Serum, With Niacinamide+ Vitamin E+ Hyaluronic Acid",KSh 500,KSh 800,N/A
Moroccan Argan Oil Natures Secret with Vitamin C & E Lightening Body Lotion + FREE Serum,"KSh 1,299",N/A,N/A
Dr. Rashel Vitamin C Face Serum,"KSh 1,000",N/A,N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Eye Serum,KSh 560,N/A,N/A
Skin Care Pure Organic Hyaluronic Acid Vitamin C Anti- Aging Face Serum,"KSh 1,199",N/A,N/A
Naturals Vitamin C Facial Serum -30ml,KSh 625,KSh 850,4 out of 5
Dr. Rashel Vitamin C Face Serum,KSh 449,KSh 545,N/A
De Professional Skin Care Vitamin C Hyaluronic Acid Brightening Anti-aging Serum-100ml,KSh 570,KSh 800,N/A
De Professional Skin Care Vitamin C +AHA Facial Whitening Serum -100 Ml..,KSh 645,"KSh 1,190",4 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-50ml,KSh 499,N/A,N/A
O'Carly Vitamin C Pure 99% Face Serum,KSh 599,N/A,N/A
QBD Vitamin C+ Hyaluronic Acid Anti-aging & Brightening Serum-100ml,KSh 525,N/A,N/A
Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,700 - KSh 1,900",N/A
Fruit Of The Wokali Vitamin C Facial Serum 100% Professional Care ,KSh 540,"KSh 1,000",N/A
QBD  Vitamin C + AHAH Brightening Face Serum,"KSh 1,790","KSh 1,890",N/A
THE INKEY LIST Antioxidant Brightening Vitamin C Serum,"KSh 3,999","KSh 4,500",N/A
Dr. Rashel Vitamin C Brightening And Anti Aging Face Serum,"KSh 1,000",N/A,4.1 out of 5
Tree of Life Vitamin C Facial Serum For Wrinkles & Anti Aging,"KSh 2,800","KSh 3,800",5 out of 5
Garnier BRIGHT COMPLETE Anti-Acne Serum With 4% Vitamin C + Salicylic + Niacinamide + AHA for Acne Prone Skin 30 ml,"KSh 1,400","KSh 1,750",N/A
QBD Vitamin C Serum,KSh 699,KSh 840,5 out of 5
Medix5 5 VITAMIN C + TURMERIC Firming & Brightening Face & Body Cream + Vitamin  c + Feluric serum,"KSh 1,999","KSh 3,500",N/A
Pei Mei Vitamin C Facial Serum,KSh 550,KSh 850,N/A
Mabox  Vitamin C Plus Defence Serum With Retinol&Niacinamide,"KSh 4,400","KSh 4,500",N/A
Dr. Rashel Vitamin C Face Serum -50m,KSh 499,KSh 900,N/A
Dr. Rashel  Vitamin C Face Serum -50ml.,KSh 499,KSh 900,N/A
Mabox  Hyaluronic Acid Serum For Face With Vitamin C & E - 30ml,"KSh 3,450","KSh 3,550",N/A
"Dr. Rashel  Vitamin C Face Serum + Rice, Milk & Collagen Soap",KSh 999,"KSh 1,900",N/A
Fruit Of The Wokali  Vitamin C Facial Serum - 40ml,KSh 800,"KSh 1,300",N/A
Fruit Of The Wokali Snail Repairing Cream + Vitamin C Facial Serum,KSh 999,"KSh 1,900",N/A
QBD Skincare Vitamin c Serum ,"KSh 1,099","KSh 1,299",N/A
Dr. Rashel Vitamin C Face Serum -50ml.,KSh 550,KSh 800,N/A
"Mabox  Hyaluronic Acid,Vitamin C&E Anti- Aging Serum","KSh 4,400","KSh 4,500",N/A
Dr. Rashel Vitamin C Face Serum (Anti-Aging),KSh 550,KSh 700,N/A
QBD VITAMIN C SERUM ,KSh 899,"KSh 1,199",N/A
Kojic Acid Kojie Sans Whitening Serum With Vitamin C -clear Spots & Scars,"KSh 2,898","KSh 5,784",N/A
Dr. Rashel Vitamin-C&Niaciname Brightening Primer Serum-even Skin Tone-,KSh 799,"KSh 1,200",N/A
"BB Clear Lightening Unifying Serum Even Skintone,Knuckles With AHA&Vitamin C",KSh 620,"KSh 1,200",N/A
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum-firming&elasticity,KSh 488,KSh 800,4 out of 5
Meinaier Goji Berry+Vitamin C&E Anti-aging Serum -100 Ml,KSh 790,"KSh 1,000",N/A
